"text","label","model","source","domain","language"
"600168 有涨升动力武汉控股  成本有误 5.41 ?
短线谨慎看好,不落五日线续持,保持谨慎稳健参与.

600566 洪城股份
?M盤整理走势有待确认,短时调整难言反转,静观其变继续观望.","0.0","human","chinese","","chinese"
"上次学校里在举办“图书义卖”活动，我好奇去看了一眼，买了两本书。一本是林达的我也有一个梦想，是班主任以前推荐的吧，有一次去国图想借来着，好像是没有，一直记挂着还有一本，就是周国平的妞妞。妞妞第一次看它，还是小学的时候吧，我当时好像在向老师家玩，它躺在向老师的书架上，一种莫名的引力驱使着我伸手去触碰它。时隔数年，我已经记不得具体的内容了，片段记忆中依稀间还存有些许模糊的印象，","0.0","human","chinese","","chinese"
"！

要想修宿命通，首先要做的就是清理自己身上的业障，通过努力修行来清除业障，做出正确的行为，克制自己的欲望，坚持自己的信仰，这样才能改变自己的宿命，接受更大的福报。另外，可以多参加佛教讲座，学习佛法，增加自己的智慧，从而更好地了解自己的宿命，更好地把握自己的命运。","1.0","davinci","chinese","","chinese"
"甲与乙,丙不相邻,包括①甲,乙,丙三人不相邻和②乙,丙相邻但与甲不相邻良种情况.
对①:先排甲,乙,丙之外2人,有A(2,2)种,甲,乙,丙再插空,有A(3,3)种.
对②:把乙,丙当作一个人,与甲之外两人排列有A(2,2)A(3,3),最后甲只有2种 
∴ 共有A(2,2)A(3,3)+A(2,2)A(3,3)×2=36种.","0.0","human","chinese","","chinese"
"医院？

青岛市立医院性病科是青岛市权威的性病疾病治疗医院，具有专业的性病科医师，可以为患者提供最权威的治疗方案。此外，青岛市第一人民医院皮肤科也是青岛市权威的性病疾病治疗医院，具有高级的皮肤病专家，能够为患者提供最权威的治疗方案。","1.0","davinci","chinese","","chinese"
"亲， 2013年阿拉善盟直事业单位招聘和企事业单位人才储备简章 明天开始报名，是网上报名的，直接登陆阿拉善盟人事考试人才交流信息网(网址：www.alsrcks.com)进行网上报名。报名时间：2013年11月15日至2013年11月21日每日8:30-20:00时","0.0","human","chinese","","chinese"
"1、对于离婚案件，知道被告人确切地址、能够送达传票的情况下，是不能缺席判决的：离婚案涉及人身关系，要求当事人除特殊情况必须亲自到庭参加审理。

2、他因事不能出庭，法院可以延期再次开庭，这是符合法律规定的。

3、不管他拖到何时，法院却必须在6个月或3个月内（简易程序时）审理终结、给你调解或是判决，延长期限要经院长批准，可以延长6个月。他总不出庭，着急的不只是你，还有法院。

4、你该怎么办：
（1）他父母找人阻止离婚，也就是在法院审理时、调解时法官会加大劝你不离婚的力度：你可以坚决不接受调解、就要离婚判决。
　也可能一审会判决不准离婚，那你就在判决6个月后再次起诉。

（2）你现在不要去管什么判决不判决的事，而应收集他吸毒且屡教不改的证据，然后去看看最高人民法院判决离婚案件的解释，争取在法庭上说服法官第一次起诉就准予你离婚。解释全文你可以在网上搜，如果找不到还可以再找我。","0.0","human","chinese","","chinese"
"作为一名销售，重点考虑的应该是好车的用途，让车能够帮助你展示自己的品牌形象、在客户面前提升信誉度和表现出专业度。根据你提供的预算十几万，挑选合适的车款非常重要。

首先，无论是二手好车还是一般新车，你需要根据自己的需要和经济状况作出判断。如果你想买大众高尔夫而价格比较接近预算，那么买新车也是一种不错的选择。如果你更加青睐奥迪，同时也想体现专业度和面子，购买二手好车的确是一个不错的选择。

具体选择哪种车型，建议你还需考虑客户的地区、文化的背景，这样车型的选择才更能符合客户的口味，达到更好的展示效果。如果你是在高消费、品味较高的地区工作，且客户群体更倾向于奥迪这样的豪车，买个二手奥迪也不失为一个好选择。如果你的顾客是更加注重实用性和经济性的，那么购买新车的高尔夫就是一个更好的选择，因为它经济实用、外型简洁大方等优点符合这类客户的需求。

最后，需要考虑到二手车交易具有的风险，建议购买二手车时需要比较严谨的选车方法，包括咨询保养历史、事故记录等信息，以确保购车时不会购买到有大问题的车辆。这样才能购买到一辆既能够提升自己的品牌形象，又不必担心使用上的问题的车辆。","1.0","chatGPT","chinese","","chinese"
"小孩脸黄的原因可能有很多，常见的原因有：
1、肝病：如肝炎、肝硬化等可导致小孩脸黄，这类疾病需要及时就医检查；
2、贫血：如贫血可导致小孩脸黄，需要及时进行血液检查；
3、病毒感染：如流感、登革热等病毒可导致小孩脸黄，需要及时就医检查；
4、营养不良：如缺乏某些维生素或营养素，可导致小孩脸黄，需要及时补充营养；
5、遗传性疾病：如黄疸型恶性黄疸等遗传性疾病，也可导致小孩脸黄，需要就医检查。","1.0","davinci","chinese","","chinese"
"这是一种遗传现象称为“基因重组”，也称为“基因重排”，它是当父母的基因组合在一起时，可能会产生出一种不同于他们的基因组合，从而导致孩子拥有父母没有的基因。在某些情况下，由父母的基因重组而来的基因可能会比父母的基因组合更有优势，从而使孩子拥有更多的基因。","1.0","davinci","chinese","","chinese"
"这句话的意思是，不要有整人的心态，但要有防人之心，不能被别人蒙蔽或者误导。要时刻保持警惕，不要轻信他人，要学会分辨是非，不要被他人的言行影响自己的判断力。","1.0","davinci","chinese","","chinese"
"用U或移动硬盘做系统刚刚起步，安装过程比较复杂，待以后简化后，很有可能取代光驱安装系统。大致步骤是： 
1、制作一个能启动电脑的带WindowsPE的启动U盘（1GB以上的U盘，有的U盘不支持） 
2、从网上下载镜像系统文件存放到U盘。 
3、 把电脑的第一启动项设为USB设备启动（有的主板不支持） 。
4、用能启动的U盘安装XP ，格式化C盘，运行在U盘上的WinPE自带虚拟光驱装系统。 
详细参看： 
  
  
移动硬盘WINPE启动盘安装GHOST系统图解","0.0","human","chinese","","chinese"
"您好！对于您这个地块的设计方案，我可以提供如下初步方案，仅供参考：

首先，根据您的要求，我们将主体建筑尽量设计在北部，给其余三个方向留下一定的私密性。同时，在西侧开设一个庭院和车库，方便居住和车辆停放。

本方案设计为两层小楼，一楼设计了客厅、厨房、卫生间和一间卧室。客厅贯穿1楼和2楼，设计在房屋中心，增加通透感。如果您需要在1楼有两个卧室，2楼将会设计成2个书房和两个卧室。

二楼设计成两个卧室和两个书房，与一楼通过一个楼梯相连。在设计上，我们对主卧进行了南向设计，确保充足的阳光和通风。

另外，我们对室内空间利用进行了一定的优化，尽量达到合理布局、功能分区合理、空间畅通等目的。希望这些初步方案可以帮助您更好地了解您的需求。

最后，我们将此设计以简洁的方式呈现，如您还有疑问或者需要更详细的设计，可以随时联系我。我的邮箱是ycodeassistant@gmail.com。","1.0","chatGPT","chinese","","chinese"
"对于文科女孩而言，国际经济与贸易和经济学这两个专业是比较受欢迎的选择。具体来说：

出国读研：国际经济与贸易是一个非常有前途的专业，对于想要出国深造的学生来说，选择这个专业可以为你未来进入国际组织、跨国公司、贸易机构等领域的研究提供很好的基础。同时，经济学也是一个非常有实践性的专业，可以为你未来进入学术界或智库提供很好的背景。

就业：国际经济与贸易和经济学可以为你提供很多就业机会，尤其是在金融、贸易、投资等领域，这些行业的薪资和职业发展都非常不错。此外，审计也是一个非常稳定的行业，但对于这个行业来说，需要具备一定的财会基础。

工作比较安逸：从整体上来说，国际经济与贸易和经济学这两个专业所涉及到的知识点都比较广泛，所以无论是进入企业还是独立工作，都可以享受比较宽松的工作环境。此外，如果你对统计学有兴趣，也可以考虑选择统计学这个专业。

总之，以上几个专业都是非常有市场需求的，从自身兴趣和职业规划角度出发，可以选择一个最合适自己的专业。","1.0","chatGPT","chinese","","chinese"
"时间不够长，新欢不够好。我分手以后五个月遇到了现在的男朋友，和EX谈了五年，我可以说也没有完全放下，时不时会去看他的动态，看到我给他买的背包水杯还在用着，心里也会起波澜，我也挽回过也放下自尊过，只是当时不知道他分了半个月就有了新欢，知道之后我就坦然了，他爱的是自己，无法忍受缺爱的一分一秒。人，爱自己最重要，好好提升自己才能遇到更美好的人。现在的男友或许做不到EX那么好，不过在一起很开心，认识他的前","0.0","human","chinese","","chinese"
"1. 观察身边发生的事情：仔细观察身边发生的事情，尤其是趋势变化，比如聊天中的话题、社交媒体上的热点话题、新闻报道的重点、社区中的活动和热点等等。

2. 收集信息：收集身边发生的事情的相关信息，比如新闻报道、社交媒体上的话题、网络上的讨论等等。

3. 分析信息：分析收集到的信息，通过比较、联系和对比，分析出趋势变化的规律。

4. 推理：根据趋势变化的规律，推断出可能的大趋势，比如消费趋势、社会趋势等等。","1.0","davinci","chinese","","chinese"
"断牙就是P法系有用,1.0的攻打断.天赋出狂野怒火可以提到0.7,对付FS和SS很嚣张,不过要抓嘛就不太容易了.8小时一只的东西......
虎王嘛性价比高,1.4的攻速,主要是好抓啊.
JJG的JY豹子我可以告诉你是干不成事的,1.6的攻速.是不是很过分??既然虎王就在它前面不远处干嘛不去抓虎王呢???
要是你有耐心就去抓断牙吧,这完全是个人爱好,60级用虎王的大有人在,我也是其中一个.一来人懒,二来心疼点卡,HOHO(见笑)
宠都是过度的,到60以后你会发现你用宠的机会越来越少,被必要去高多么希奇的.再说60的LR打架不带宠的更是大有人在.呵呵~","0.0","human","chinese","","chinese"
"1.显示选项：如果你的机器属性配置2以上，Crt显示器最佳分辨率开1024*768，17寸液晶显示器最佳分辨率为1280－1024，15寸液晶开1027*768
2.环境细节:更突出游戏细节，比如天空的飞鸟，小草，小动物更栩栩如生，但是这个消耗资源非常大，推荐高配置的朋友可以打开。
3.各异向性过滤:很耗费显卡资源，主要作用是过滤画面，是其更加清晰，用处不是很大，开到最大和开到最低句别不是很明显，建议关掉。
4.地形贴图细节,开到最高和最低效果不是很明显，但是又占用相当的资源，所以推荐开到最低，如果去观赏风景倒可以打开。
纹理细节：如果你使用UI缩放的话就最好把这个打开。不然周围的一些建筑物容易变模糊。
5.特效设置,地形高光显示：有些朋友曾经对我说过，他一潜水屏幕就灰蒙蒙的一片，你把这个选项关了应该可以解决这个问题。","0.0","human","chinese","","chinese"
"姚一隽老师禁止IMO队员进行商业性竞赛辅导，可能出于多种原因，例如保护队员的身心健康、避免过度疲劳和分散精力、保证公平竞争等等。此举也有益于维护数学竞赛的良好环境和形象，弘扬团队合作精神，提高选手的整体水平。总的来说，这样做是为了更好地培养新一代的数学竞赛人才，帮助他们全面发展，取得更大的成就。","1.0","chatGPT","chinese","","chinese"
"谢谢！","1.0","davinci","chinese","","chinese"
"送别
作词:李叔同(弘一大师)
lrc:sunpzh
长亭外古道边
芳草碧连天
晚风扶柳笛声残
夕阳山外山
天之涯地之角
知交半零落
一壶浊酒尽余欢
今宵别梦寒
music......
长亭外古道边
芳草碧连天
晚风扶柳笛声残
天之涯地之角
知交半零落
一壶浊酒尽余欢
今宵别梦寒
music...
夕阳山外山
天之涯地之角
知交半零落
一壶浊酒尽余欢
今宵别梦寒
长亭外古道边
芳草碧连天
晚风扶柳笛声残
夕阳山外山

以上是歌词,这首歌我小时也常唱.
可到这个网址下载和分享.
 $$.mp3,,[%CB%CD%B1%F0]&si=%CB%CD%B1%F0;;%CE%DE;;0;;0&lm=16777216","0.0","human","chinese","","chinese"
"，就是朱骏，我以为他们运营的资料片会让很多老玩家重新开始玩《魔兽世界》，但是玩家们却对九城的做法感到非常失望，他们愤怒地攻击九城。我明白，这是因为他们对游戏的热爱，但是，作为九城的所有者，我也希望他们能够理解，九城的公司章程上，从来没有“用户就是上帝”这一项，我们也要给自己留一些余地，让九城能够继续发展下去。","1.0","davinci","chinese","","chinese"
"最主要是看你的位置，但是我建议你再去他的周边咨询一下，他为什么要转让，因为如果真的很赚钱的是没有人会转让的，要转让的都不是什么好地方，除非是他一开始的定位错误，如果位置不错，而且真是他的定位错误，那么的话你也可以考虑，3.5万转让费价格还是可以接受的。","0.0","human","chinese","","chinese"
"打电话应聘时，建议先自我介绍，说明是看到他们公司发布的招聘广告而来电应聘，简要介绍一下自己的工作经验或能力。然后询问招聘的职位是否还在招聘中，问能否了解一下职位的具体工作内容和要求，以便自己判断是否合适并具备要求的条件。如果招聘方表示欢迎你的应聘，可以问一下面试时间、地点等信息。 

在电话中要注意不要提及个人隐私信息，如出生日期、身份证号等个人信息，也不要问招聘方一些过于私人的问题。礼貌和谦虚也是必要的，表现出对招聘方的尊重和热情。","1.0","chatGPT","chinese","","chinese"
"就发生在前几天的事，我看红楼梦看得好好的，后排的小花过来拍了一下我的肩“嘿，第七回是贾琏戏熙凤对吧”，as一个读过n遍红楼的机智boy，我还是翻了一下书才回答她“对啊，咋了？”“我翻来翻去好几遍就是没找到贾琏在哪儿啊！咋回事呢？”我轻蔑的一笑“哼让哥来给你找”说着露出了酷炫的笑容抄起我那本历经岁月的红楼梦开始翻了起来“哎！贾琏呢？唉！尴尬了啊！哎哎哎！贾琏你个臭不要脸的快给我出来，哦哦哦！找到了","0.0","human","chinese","","chinese"
"这个问题很难回答，因为每个人的情况和需求都不一样。买房是一笔重大投资，所以在做出决定前，应该充分考虑自己的财务状况、未来的财务计划、当地的房地产市场情况以及未来的发展趋势等因素。","1.0","davinci","chinese","","chinese"
".....
清算是自动累计计算的，打的时间长了你就发现了清算的运作规律。
当你正面面对目标时并处于正常攻击状态的话，对方出现致命你即时对对方造成一次攻击。如果对方超出你的攻击距离的话，当你靠近对方做出一次攻击时，前次累计的清算（最多5次）将随着此次的攻击一并释放。注意看你攻击时的白字显示。","0.0","human","chinese","","chinese"
"孩子不明白这么做好不好，在你的“一笑而过”就成为肯定、鼓励，这就会出乱子了。亲一下自己喜欢的人在欧美可以，这是他们的“礼貌”和友情的传递，但中国社会没这种意识，围观者都会拿来嘲弄，结果孩子会如何？难于预料。你应该引导孩子学习怎么表达友好。","0.0","human","chinese","","chinese"
"拍片子有用吗？

拍片子可以帮助医生更好地诊断病情，但不一定是必须的。如果情况不严重，可以先尝试一下民间的中医敷药，如果情况仍然不好，可以去医院拍片子，这样可以更加准确地诊断病情，以便采取更有效的治疗方法。","1.0","davinci","chinese","","chinese"
"洛阳市有多家专门治疗女性不孕的医院，其中比较知名的有：

1. 洛阳九州医院：该医院拥有国家高新技术企业和国家级重点专科医院等多项荣誉，拥有高水平的不孕不育医疗团队和设备，可以提供全方位的不孕不育治疗服务。

2. 洛阳市中心医院：该医院设有不孕不育诊疗中心，拥有多名专业医师，可根据患者情况制定个性化的治疗方案。

3. 洛阳育华医院：该医院是一家专注于生殖健康治疗的医院，拥有先进的技术和设备，并且医院还拥有非常丰富的临床经验。

需要注意的是，治疗女性不孕需要综合考虑多种因素，并且根据个体情况制定个性化的治疗方案，因此建议患者在选择医院时多方面考虑，比如医院的专业背景、医师团队的水平、治疗设备等。同时也需要注意不要盲目相信宣传广告，最好前往医院进行咨询并了解治疗的详细情况。","1.0","chatGPT","chinese","","chinese"
"如果您的帐号没有完整的邮箱资料，那么您可以尝试在游戏官网上重新注册一个帐号，并且把原来的帐号的信息填写完整，然后再进行出售。","1.0","davinci","chinese","","chinese"
"因为上火而长在脸上的红痘痘很可能是暗疮，也可以是其他类型的痘痘。辣椒本身不会直接导致痘痘，但是辣椒会导致身体内部的代谢加速，从而导致内分泌系统失调，这可能会使痘痘更容易发生。建议你适度减少辣椒的摄入，并注意保持脸部的清洁和卫生。如果问题持续存在或加重，建议咨询皮肤科医师的专业意见。","1.0","chatGPT","chinese","","chinese"
"得了尖锐湿疣究竟要花多少钱才能治好？这是许多尖锐湿疣患者想知道同时也是需要面对的问题。","","","","",""
"　　在治疗方面一般不需要太高花费。正规的大医院，将疣体去除，费用大约在几百元左右，反复复发者总体治疗费用稍高，但每次治疗费用一般也是几百元而已。而治疗方法多采用激光、微波、冷冻、电凝等物理疗法或局部涂抹外用药物将疣体去除掉。疣体去掉了，就意味着大部分病毒已经被清除，接下来配合良好、正确的饮食习惯及适当涂抹一些外用药物防止复发即可。而对于免疫功能十分低下反复复发的患者，可以请较有名气的老中医开一些清热解毒的中药辅助治疗，但总体费用仍不会很高。","","","","",""
"　　在诊断方面同样不必花费大量的金钱。尖锐湿疣的诊断并不困难，凭借疣体典型外观特征、生长部位，有经验的医生禸眼观察就可以判断。如果疣体外观特征不是很典型，可以借助醋酸白试验或者活检病理助诊，而这两项具有诊断性意义的辅助检查费用并不高，通常多数患者不需要两项检查都做即可确诊。","","","","",""
"　　很多医院在疣体去掉之后会让患者输液、用口服药、打干扰素或使用其他治疗（如红光、循环水微波、光谱等）。而这些治疗的费用通常少则几千多则上万，但对尖锐湿疣却没有肯定的效果。","","","","",""
"　　首先，口服药及输液对治疗尖锐湿疣意义不大。因为引起尖锐湿疣的人乳头瘤病毒（HPV）只存活于 感染部位的浅表层皮肤及其粘膜处，病毒最为集中的地方是疣体本身，它不存活于患者自身的血液当中和体内，所以不需要输液、吃药。况且目前也没有一种药物是专门针对人乳头瘤病毒的。","0.0","human","chinese","","chinese"
"唐伯虎，祝枝山，文征名，徐祯卿。唐 伯 虎唐寅(1470～1523年),字伯虎，又字子畏，别号六如居士、桃花庵主、鲁国唐生、逃禅仙吏等，有“江南第一风流才子”之美称,苏州人。明代著名书画家、家。绘画与沈石田文征明、仇英齐名,史称“明四家”。诗词曲赋与文征明、祝允明、徐祯卿并称“江南四大才子”（也称吴门四才子），为江南四大才子之首。唐寅曾祖父起，世代在苏州经商，父母在皋桥开设酒肆。唐寅自幼天资聪敏，熟读《四书五经》，博览《史记》、《昭明文选》等史籍。喜爱绘画，稍长即拜名画家周臣为师，又与文征明同师沈周。16岁时参加童生试，经县试、府试、院试，高中第一名案首。明弘治十一年（1498年）赴南京乡试，又中第一名解元。次年，唐寅进京会试，因涉嫌程敏政受贿案，贬谪往浙江为吏。唐寅耻不就官，归家后纵酒浇愁，傲世不羁。唐寅31岁开始“千里壮游”,足迹遍及江、浙、皖、湘、鄂、闵、赣七省。贫困之下,以卖画为生。唐寅擅画山水，及工笔人物,尤其是仕女,笔法秀润缜密、潇洒飘逸。“唐画”为后世画家所宗。传世作品有《骑骡归思图》、《秋风纨扇图》、《李瑞瑞图》、《一世姻缘图》、《山路松声图》等。诗词散文有《六如居上全集》。明正德四年（1509年），唐寅在苏州城北的宋人章庄简废园址上筑室桃花坞，有学圃堂、梦墨亭、竹溪亭、蚊蝶斋等（亦称唐家园，遗址在今桃花坞大街）。他的后半生主要生活在桃花坞，一生中的主要艺术作品也产生于此。唐寅晚年，精神空虚，“皈心佛乘，自号六如”，思想趋向解脱颓唐，又将自己的屋舍改称为庵。明嘉靖二年（1523年），唐寅去世，享年54岁。唐寅墓位于虎丘区，经整修，1986年10月22日对公众开放。由于其潇洒飘逸、傲世不羁，又治印“江南第一风流才子”章，仕女画登峰造极，故被后人误解，留传许多风流传说，如“唐伯虎三点秋香”等。其实他坎坷一生，贫困凄苦。可谓是我国古代知识分子怀才不遇、无以报国的典型。风 趣 洒 脱 的 祝 枝 山祝允明（1460－1526年）是明代书法家,字希哲,号枝山，因右手多生一指，又自号枝指生。江苏长洲（苏州）人，出生于七代为官的魁儒家庭。与唐伯虎、文征明、徐祯卿并称“江南四大才子”（也称吴门四才子）。他自幼天资聪颖，勤奋好学，5岁时就能书一尺见方的大字，9岁便能作诗文，被称为“神童’。10岁已博览群书，文章瑰丽，才智非凡。7岁即中秀才，32岁中举人，曾任兴宁知县、应天府通判等官。由于生性佚荡，不满官场腐败之风，遂借故辞官回苏，广交朋友，召客豪饮，烧酒解愁，以泄愤世之情。祝枝山集各书家之长，领一代风骚，是吴门书派中“明中期三大家”之一。其书法吸取唐虞世南、元赵孟?#092;书法之神，扬晋王羲之、王献之行书、唐怀素草书之势，融会贯通，自成一体，发展为自己的独特狂草，被誉为“明朝第一”，流传有“唐伯虎的画，祝枝山的字”之说。祝枝山所书写的“六体书诗赋卷”、“草书杜甫诗卷”、“古诗十九首”、“草书唐人诗卷”及“草书诗翰卷”等都是传世墨迹的精品。祝允明虽无名画，但也能画画，唯很少动笔，传世之作更少。祝枝山为人风趣洒脱，才华横溢，好游山玩水而不拘小节。由于祝允明有不胜枚举的趣事轶闻,是极现成的创作素材,所以他常以足智多谋、能言善辩、乐于助人的形象出现于《三笑》、《王老虎抢亲》等众多的戏曲艺术作品中。祝枝山尚有《江海歼渠记》、《新闻记》、《九朝野记》、《枝山前闻》、《浮物》、《老怪录》、《苏材小纂》、《怀星堂集》等书传世，并编有《兴宁县志》。嘉靖五年（1526年）卒，享年67岁。祝枝山死后葬于苏州近郊横山祝氏祖坟，但沧海桑田，坟已夷平。书 画 双 绝 的 文 征 明文征明（1470～1559年），初名壁，字征明，后更字征仲，号停云，别号衡山居士，人称文衡山。长洲（今苏州）人。“吴门画派”创始人之一。与唐伯虎、祝枝山、徐祯卿并称“江南四大才子”（也称吴门四才子）。与沈周、唐伯虎、仇英合称“明四家”。54岁时以岁贡生诣吏部试，授翰林院待诏，故称文待诏。文征明出身书香门第，祖父及父亲都是文学家。但文征明幼时并不聪慧。稍长，学文于吴宽，学书于李应祯，学画于沈周，终于“大器晚成”。文征明擅长山水，亦工花卉、人物。早年画风细谨，中年较粗放，晚年渐趋醇正。传世佳画有《千岩竞秀》、《万壑争流》、《湘君夫人图》、《石湖草堂》、《石湖诗画》、《横塘诗意》、《虎丘图》、《天平纪游图》、《灵岩山图》、《洞庭西山图》、《拙政园图》等。文征明还工行草书，尤擅小楷，篆、隶、正、草无所不能。所书四体千字文，成为后人临摹的范本。他与祝允明、王宠，同被誉为明代中或书法“三大家”。他的传世书作有《醉翁事记》、《股王阁序》、《赤壁赋》等。文征明卒于1559年，是“吴门四才子”中最长寿的一位，墓在吴县陆墓文陵村。现为江苏省重点文物保护单位。文章江左家家玉，烟月扬州树树花--------徐祯卿简介徐祯卿（1479－1511年），字昌谷，又字昌国。常熟梅李镇人，后迁居吴县（今苏州）。明代文学家。与唐伯虎、祝枝山、文征明称“江南四大才子”（也称吴门四才子）。因“文章江左家家玉，烟月扬州树树花”之绝句而为人称誉，徐祯卿天性聪颖，少长文理。16岁著《新倩集》，即知名于吴中。但早年屡试不第，读《离骚》有感，作《叹叹集》。明弘治十四年（1501年）作《江行记》。明弘治十六年（1503年）与文征明合纂《太湖新录》，明弘治十八年（1505年）闻鞑靼入侵，官兵抗战不力而败，又作长诗《榆台行》。同年中进土，后被授予大理寺左寺副。明正德五年（1510年）被贬为国子监博士。徐祯卿在诗坛占有特殊地位，诗作之多，号称“文雄”。及第后与明文学家李梦阳、何景明交游甚密，悔弃少作，齐倡复古。与李梦阳、何景明、边贡、康海、王九思、王廷相并称“前七子”。所作《谈艺录》，只论汉魏，六朝以后不屑一顾，阐述重在复古之论。其诗格调高雅，纵横驰骋于汉唐之间，虽刻意复古，但仍不失吴中风流之情。徐祯卿后期信仰道教，研习养生。明正德六年（1511年）卒于京师，年仅33岁，其墓葬于虎丘山西麓万点桥的郁家浜北端。徐恢卿的著述尚有《迪功集》、《翦胜野闻》、《异林》等jianren d  xinwei","0.0","human","chinese","","chinese"
"：

1.《A Little Love》：张艺兴在这首歌中展示出了他出色的音准和嗓音，他在歌曲中的抒情演唱让人感觉到了他的真实情感，而他的高音也让人耳目一新，令人印象深刻。

2.《The Crown》：这首歌让张艺兴的唱功发挥到极致，他的嗓音拿捏得恰到好处，而且他的和声也非常出色，令人惊叹。

3.《Wait Wait Wait》：张艺兴在这首歌中展示出了他卓越的唱功，他的抒情演唱令人赞叹，而他的嗓音也非常准确，加上他的优美和声，使得这首歌更加完美。

总的来说，张艺兴的唱功确实相当出色，他的嗓音拿捏得恰到好处，而且他的和声也非常出色，令人惊叹，他的抒情演唱令人赞叹，而他的高音也让人耳目一新，令人印象深刻。","1.0","davinci","chinese","","chinese"
"郑州华康.原军区专家医院创建于1956年 为全民性质的集医疗、预防、康复、急救为一体的现代化综合医院，系河南中医院教学医院，设有骨科.内、外.妇、儿、疤痕疙瘩、针炙推拿、急诊、口腔等数十个专科。医技科室齐全，设备先进，设备完善的制剂已通过GPP认证，该院建筑面积7400平方米，设床位100张，技术力量雄厚，中高级医务人员占全院医务人员的42%，医院以患者至上、热情服务为宗旨，充分发挥中医优势，突出专科特色，形成了独树一帜的诊疗特色，为无数患者解除了疾苦，连续六年被省市命为“文明医院”，“文明单位”。股骨头坏死治疗中心是本院重点科室之一，已应用于临床治疗股骨头坏死.骨折.骨不连接.骨髓炎.腰堆间盘突出，并已取得显著成果的特效药“跌打生骨颗粒.骨康液”是国家批准字号的药品，该产品具有强腰补肾壮骨.培肝养筋通络.活血化瘀、消肿止痛.在临床效果上可使患者2-24小时内止痛.2-6天明显消肿.治疗各类新鲜骨折临床愈合时间比常规疗法缩短一半以上.由于'跌打生骨颗粒和骨康液'具有突出的疗效因此可使患者及早地进行功能锻炼.防止各患部关节留下功能障碍等后遗症、改善微循环和调节免役、改善体质之功效,配合内服跌打生骨颗粒.骨康液.配合功能锻炼的方法来体现;,一增强人体气血促进骨质生长.二.通过血液循环.促进'骨康液.跌打生骨颗粒'的有效成分尽快被患部吸收.使患部提早愈合;三.功能锻炼本身就可以避免造成患部的功能障碍.成林骨科治疗项目;新鲜骨折.股骨头坏死.骨不连接.骨迟缓愈合.腰堆间盘突出.骨髓炎.骨囊肿.骨质梳松.关节炎.等各种骨伤骨病","0.0","human","chinese","","chinese"
"使用Steam可能会让人不由自主地开始购买正版游戏，是因为Steam提供了很多吸引人的特色和服务。以下是一些可能影响你决定购买正版游戏的原因：

1. 便捷的游戏购买：Steam的在线游戏商店提供了一个一个的游戏列表，可以很方便地搜索和购买游戏，没有繁琐的下载、解压和破解流程。

2. 商店销售和折扣：Steam经常推出各种打折活动，价格相当优惠，以至于你能在很低的价格买到高质量的游戏。

3. 全面的社交功能：Steam不但能够跟别人私信，还提供了让你与其他玩家交流的论坛。还有许多内置据点系统 (achievements) 等等让你在完成游戏任务时获得奖励。

4. 方便的游戏开发者支持：如果你在游戏界面遇到了问题，我们不得不放弃或花时间解决的话，可与开发人员联系，因为其就在会展中心，存在各自的形式

总的来说，Steam不仅提供了游戏购买的平台和社交服务，也为玩家提供了应对游戏中的困难与挑战的渠道。同时，不买盗版游戏还可以保证游戏开发商得到应有的报酬与回报。因此，使用Steam购买正版游戏不仅是一种良好的消费习惯，还能享受到它所提供的优质服务。","1.0","chatGPT","chinese","","chinese"
"1、请检查桌面图标是否被隐藏：在桌面上右击，选择“查看”，把“隐藏图标”前面的勾去掉；

2、如果桌面图标没有被隐藏，请检查桌面图标是否被禁用：在开始菜单中打开“控制面板”，在控制面板中打开“外观和个性化”，在外观和个性化中打开“桌面”，把“不显示桌面图标”前面的勾去掉；

3、如果桌面图标没有被禁用，请检查系统是否受到病毒感染：可以使用杀毒软件对系统进行查杀，如果发现病毒，就及时删除。","1.0","davinci","chinese","","chinese"
"1.去F3
  36级就算去L1也很少人要的.
2.找好时间
  系统有双的时候绝对不能错过,自己拿个双就是4倍.
3.混个高级带的队
  自己的技能也要练高点,高手才会想带.
4.心态很重要,游戏本来就是玩的,
  如果觉得无聊可以去玩别的嘛.","0.0","human","chinese","","chinese"
"这是一个非常棘手的情况。首先，您需要确认是否有任何证据证明您没有拿走那笔钱。如果有，您可以考虑上诉或请律师帮助您辩护。如果没有，您可以考虑分期付款或协商延迟执行以减轻财务压力，同时积极寻找其他方式增加收入以应对这个额外的支出。另外，如果您担心自己的财产受到损失，可以考虑咨询律师了解您的权利和保护措施。","1.0","chatGPT","chinese","","chinese"
"已知三角形ABC和三角形BDE都是等边三角形。求证：BH平分角AHD

 
如图 
已知△ABC和△BDE均为等边三角形 
所以：AB=CB，BE=BD 
又，∠ABC=∠DBE=60° 
所以，∠ABE=∠CBD=120° 
所以，△ABE≌△CBD（SAS） 
所以，∠1=∠2 
那么，A、B、H、C四点共圆 
所以，∠AHB=∠ACB=60° 
同理，∠DHB=∠DEB=60° 
所以，∠AHB=∠DHB 
即，BH平分∠AHD","0.0","human","chinese","","chinese"
